model,fusion_alpha,ease_lambda,rp3_beta,rp3_topK,seed,bucket,n_users,NDCG@10,Recall@10,HitRate@10,NDCG@20,Recall@20,HitRate@20
Hybrid-Matrix,0.3,500,0.3,200,0,q1,5945,0.29793382902285315,0.21171365172072518,0.8060555088309503,0.30687496322458413,0.30932987312798027,0.8846089150546678
Hybrid-Matrix,0.3,500,0.3,200,0,q2,4408,0.0007199558180936631,0.0013557600898798721,0.002268602540834846,0.0013714256235395257,0.0036926907786708147,0.0056715063520871144
Hybrid-Matrix,0.3,500,0.3,200,0,q3,2895,0.00026437327702543063,0.00023028209556706964,0.0003454231433506045,0.0004394753334659297,0.0007484168105929763,0.0010362694300518134
Hybrid-Matrix,0.3,500,0.3,200,0,q4,1659,0.0003803072655644711,0.0006027727546714888,0.0006027727546714888,0.0003803072655644711,0.0006027727546714888,0.0006027727546714888
Hybrid-Matrix,0.3,500,0.3,200,0,q5,693,0.0,0.0,0.0,0.0,0.0,0.0
Hybrid-Matrix,0.5,500,0.3,200,0,overall,6008,0.3003840154360594,0.18192230603785037,0.8260652463382158,0.2959107848297945,0.25909894497869024,0.8951398135818908
Hybrid-Matrix,0.5,500,0.3,200,0,q1,5945,0.3197843849209273,0.23308670434601977,0.8334735071488646,0.3292571320724326,0.33485735405938455,0.9031118587047939
Hybrid-Matrix,0.5,500,0.3,200,0,q2,4408,0.0016959995875007094,0.0035109325036729758,0.0052177858439201455,0.0024047122387679983,0.005730652061187451,0.009754990925589837
Hybrid-Matrix,0.5,500,0.3,200,0,q3,2895,0.0005217567019890146,0.0007484168105929763,0.0010362694300518134,0.0007112938784563751,0.0014392630972941852,0.002072538860103627
Hybrid-Matrix,0.5,500,0.3,200,0,q4,1659,0.0003803072655644711,0.0006027727546714888,0.0006027727546714888,0.0003803072655644711,0.0006027727546714888,0.0006027727546714888
Hybrid-Matrix,0.5,500,0.3,200,0,q5,693,0.0,0.0,0.0,0.0,0.0,0.0
